business_name,url,instagram,facebook,email,whatsapp,booking_url,error
De Gustibus Bakery,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7960369-Reviews-De_Gustibus_Bakery-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Hot Rocks,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7129145-Reviews-Hot_Rocks_Restaurant_Bar_Bands_Musicians-Puerto_Viejo_de_Talamanca_Province_of_Li.html,,,,,,HTTP 403
KOKi Beach,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1593118-Reviews-KOKi_Beach_Restaurant_Bar-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"La Leyenda de L'Antico Forno en El Establo de Bruce - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d17535993-Reviews-La_Leyenda_de_L_Antico_Forno_en_El_Establo_de_Bruce-Puerto_Viejo_de_Talamanca_Pr.html,,,,,,HTTP 403
Lidia's Place,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1975179-Reviews-Restaurante_Lidia_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Madre Tierra,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d6457445-Reviews-Madre_Tierra-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"La Nena - Playa Cocles, Puerto Viejo, Limón, Costa Rica",http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g1212465-d10495635-Reviews-La_Nena-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Port Vell,https://www.dpbolvw.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d8619430-Reviews-Port_Vell-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Puerto Pirata,https://www.tkqlhce.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d3930312-Reviews-Puerto_Pirata_Beach-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2193443-Reviews-Pura_Gula-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g12673094-d15644592-Reviews-Que_Quilombo-Playa_Chiquita_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1537456-Reviews-El_Refugio_Grill-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Restaurante Bar Tamara,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2316363-Reviews-Restaurante_Tamara-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Restaurante Nema,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d8697383-Reviews-Nema_Bar_y_Restaurante-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Restaurante Riquísimo,https://www.tkqlhce.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d4163712-Reviews-Soda_riquisimo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.anrdoezrs.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g1212465-d14789061-Reviews-El_Rincon_Porteno-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Samurai Fusion,https://www.dpbolvw.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d24135534-Reviews-Samuray_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
SOCA Restaurant,https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d23838043-Reviews-Soca-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"Soda Playa Chiquita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g12673094-d19894126-Reviews-Soda_Playa_Chiquita-Playa_Chiquita_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Soda Shekiná,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d12580946-Reviews-Soda_Shekina-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Stashu's Con Fusion,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d969594-Reviews-Stashus_con_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Johnny's Place,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7131062-Reviews-Johnny_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Salsa Brava Beach Bar,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d8368375-Reviews-Salsa_Brava-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d2218176-Reviews-Caribeans_Coffee_Chocolate-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Como En Mi Casa Art Cafe,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d5000183-Reviews-Como_en_mi_Casa_Art_Cafe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Gelateria Deelite,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3339874-Reviews-Gelateria_Deelite_Italian_Gelato-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Pan Pay,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7278300-Reviews-Pan_Pay-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Mariscos Mopri,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2702923-Reviews-Mopri-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"La Casa del Coral - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.coral-conservation.org/,coralconservation_cr,https://www.facebook.com/coralconservationCR,,,,
"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",http://elpuentethebridge.org/,,,,,,
Pure Jungle Spa,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d1427184-Reviews-Pure_Jungle_Spa-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://centroeducativoplayachiquita.com/,,,,,,HTTP 403
"Surf Meds Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.anrdoezrs.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FAttraction_Review-g1212465-d13531848-Reviews-Surf_Meds_Caribe-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Surf the Jungle Surf School Adventures,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d10797817-Reviews-Surf_the_Jungle_Surf_School_Adventures-Puerto_Viejo_de_Talamanca_Province_of_Lim.html,,,,,,HTTP 403
"Ceibo Adventure - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.tkqlhce.com/click-2369666-12246271?url=https%3A%2F%2Fwww.tripadvisor.ca%2FAttraction_Review-g309265-d25227055-Reviews-Ceibo_Adventure_Caribe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
"Punta Uva Dive Center - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g1644063-d1846665-Reviews-Punta_Uva_Dive_Center-Manzanillo_Province_of_Limon.html,,,,,,HTTP 403
ATEC,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d2209012-Reviews-ATEC_Talamancan_Association_of_Ecotourism_and_Conservation_Day_Tours-Puerto_Viejo.html,,,,,,HTTP 403
"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FAttraction_Review-g309265-d8837660-Reviews-Caribe_Fun_Tours-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Gecko Trail Costa Rica,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d1758265-Reviews-Gecko_Trail_Day_Tours-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Alcoholics Anonymous,https://www.costaricaaa.com/puerto-viejo,,,info@lacostadepapito.com,,,
El Faro 13,https://www.hostelworld.com/es/albergues/p/100822/el-faro-13-de-puerto-viejo/,hostelworld,https://www.facebook.com/hostelworld,u002F16050649d85f0a6af342ff29b78dc7ef@o1047055.ingest.sentry.io,,,
Villa Bukë,https://www.casasdelcaribe.com/alquiler/villa-playa-negra-villa-buke-con-piscina-tropical-414491.html,,,,,,HTTP 404
Casa Badawi,https://airbnb.co.cr/h/casabadawi,,,,,,
Harmony: Mini Casa Rodante by Aptos Casa Caribe,https://www.aptocasacaribecr.com/,,,,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local 
Hotel Cariblue,https://www.cariblue.com/,caribluehotel,https://www.facebook.com/caribluehotel,reservations@cariblue.com,wa.me/50683141965,,
Hotel Posada Nena,https://www.posadanena.com/,,,info@posadanena.com,,,
Hotel Sunshine Caribe,https://www.booking.com/hotel/cr/sunshine-caribe.en-gb.html,,,,,,HTTP 202
Las Mariposas,https://www.facebook.com/CabinasLasMariposas,,,,,,HTTP 400
Le Cameleon Boutique Hotel,https://www.lecameleonhotel.com/,lecameleonhotel,https://www.facebook.com/lecameleonhotel,reservations@lecameleonhotel.com,,,
Totem Hotel Resort & Restaurant,http://www.totemhotel.com/es/,,,,,,HTTP 403
Vista Verde,https://www.booking.com/hotel/cr/vista-verde.en-gb.html?aid=356980,,,,,,HTTP 202
Café Rico,https://cometocaferico.com/,cafericocostarica,https://www.facebook.com/CafeRicoCostaRica,info@cometocaferico.com,,,
Chili Rojo,https://www.tripadvisor.com/Restaurant_Review-g309265-d1509837-Reviews-Chile_Rojo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,,,HTTP 403
Restaurante Cariblue,https://cariblue.com/service/restaurante/,,,,,,HTTP 404
Ecotourism and Conservation Association of Talamanca,https://ateccr.org/,atec_ong,https://www.facebook.com/ongatec,ongatec@gmail.com,,,
Refugio de animales Jaguar,https://www.jaguarrescue.foundation/,jaguarrescuecentercr,https://www.facebook.com/tr,info@jaguarrescue.foundation,,,
Hotel Villas y Glamping M&A,https://villasmya.com/,villasmya,https://www.facebook.com/hotelvillasmya,reservas@villasmya.com,api.whatsapp.com/send?phone=50663517444,,
CHOCORART,https://www.facebook.com/chocorart/,,,,,,HTTP 400
Da Lime Beach Club & Restaurant at Hotel Aguas Claras,https://hotelaguasclaras.com/amenities/,hotelaguasclaras,https://www.facebook.com/tr,info@islapalenque.com,,,
La Pecora Nera Ristorante,https://puertoviejo.com/la-pecora-nera/,,https://www.facebook.com/bodasenlaplayapuertoviejo,,,,
