business_name,phone,whatsapp_raw,whatsapp_normalized,status,evidence,evidence_url,crawl_whatsapp,last_checked,note,shared_route_count,shared_route_businesses
"La Magia Bungalows - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 2750 3122,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"La Paz del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8831 1684,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Physis Caribbean Bed & Breakfast - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8866 4405,+50688664405,+50688664405,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Pipa Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8940 9767,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Relax Natural Village - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 2756 8160,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Satta Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8308 5834,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Merlin Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0581,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casitas Mar y Luz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0686,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Green Jungle House - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 8475 3859,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Hotel Aguas Claras - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750-0131,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Hotel Kasha - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0859,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Jaguar Inn Bungalows - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0710,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"La Kukula Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0653,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Mar Verde Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 8496 2464,+50684962464,+50684962464,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Namuwoki Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0278,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"El Nido Jungle Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",,+50689152462,+50689152462,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Shawandha Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0018,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Tierra de Suenos Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0378,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Tree House Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750-0706,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",+506 2750 0202,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Awa Beach Boutique Hotel - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",+506 2759 9180,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"La Ceiba Nature Reserve - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",+506 2750 0710,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Pachamama Jungle River Lodge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",+506 8456-6508,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Cabinas Kinawe - Hone Creek, Limón, Costa Rica",+506 2756 8476,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Conley Del Mar - Hone Creek, Limón, Costa Rica",+506 8494 8131,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Hotel Hawa - Hone Creek, Limón, Costa Rica",+506 2750 0594,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Orgánico Punta Riel - Hone Creek, Limón, Costa Rica",+506 8828 1426,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Rancho Tranquilo - Hone Creek, Limón, Costa Rica",+506 2756 8198,+50683420647,+50683420647,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Samasati Yoga and Wellness Retreat - Hone Creek, Limón, Costa Rica",+506 8428 3918,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villa Mena Apartments - Hone Creek, Limón, Costa Rica",+506 8304 5966,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Casa Wolaba,+506 6135 2969,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
El Clan Hostel,+506 6374 1221,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Hotel and Hostel Agapi,+506 8872-7230,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Hotel Puerto Viejo,+506 2750 0620,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Kalunay Hostel,+506 2750 3168,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Oasis Beachfront Hostel,+506 8631 9322,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Pagalu Hostel,+506 2750 1930,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Rocking J's Hostel,+506 2750-0665,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Roots Family Hostel,,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
La Ruka Hostel,+506 2750 0617,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Soul Rebel Hostel,+506 8891 8069,+50688918069,+50688918069,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
La Tribu,+506 8809 9776,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Tasty Dayz Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 2750 0128,+50684831022,+50684831022,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Yuyo Huelal Totga - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8983 4058,+50689834058,+50689834058,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Madre Selva Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 2215 2573,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Playa 506 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 2750 3158,https://wa.me/50685937485,+50685937485,syntax_valid_unconfirmed,master_explicit+first_party_crawl,https://playa506.com/,https://wa.me/50685937485,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Smile Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Douglasville Guesthouse,+506 8875 8494,+50688758494,+50688758494,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
Caribbean Comfort,+506 8888 5223,+50688885223,+50688885223,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
Casa Arlecchino,+506 6299 5955,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Casa Black Chaini,+506 5009 0917,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Casa Kinkaju,+506 2750 2004,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Coconut Grove Apartamentos,+506 2750 0093,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Colibri Ecolodge,+506 8774 1940,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
Estrellas Cabinas,27500686,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Roble de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 6461 4110,+50664614110,+50664614110,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,4,"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica | Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica | Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica | RISE Puerto Viejo"
"Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 6461 4110,+50664614110,+50664614110,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,4,"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica | Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica | Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica | RISE Puerto Viejo"
"Magic Moon Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",87027163,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Be My Guest Cabinas - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 2756 8376,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Blessed House - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8926 2630,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Blossom Paradise Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8438 1065,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Cabinas Cable Talamanca - Playa Negra, Puerto Viejo, Limón, Costa Rica",27500425,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 2750 2035,+50662895968,+50662895968,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Casa Corazon del Mar - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8417 3417,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Galim Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 2750 0224,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Jeffrey - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Luna Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Ocelote - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Selva - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 7222 9607,https://api.whatsapp.com/send?phone=50672229607,+50672229607,syntax_valid_unconfirmed,master_explicit+first_party_crawl,https://linktr.ee/selvanegra.lodge,https://api.whatsapp.com/send?phone=50672229607,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Casa Theia - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casita Kreyol - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Las Casitas de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8408 8144,+50684088144,+50684088144,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Casitas Joanna - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8399 4294,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Chimuri Beach Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 2750-0119,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Escondido Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Evia Life Resort - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8856 7905,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"El Jardin de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8555 8635,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"The Mimosas Container Homes - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Puerto Viejo Club - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Sloth House 2 - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8320 6571,+50683206571,+50683206571,syntax_valid_unconfirmed,master_explicit,,,2026-07-20,No message sent; account ownership/availability not verified.,1,
"Villa Aragon - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8630 0659,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villa Wolaba - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Ande - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8403 5858,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Banana Verde - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 2750-2035,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas de la Luz - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Luna Africana by Palmer - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 6487 6758,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Mapache del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8580 2948,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Piña - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 2750 3176,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Ríos del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8944 3302,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Roca del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 6185 9101,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Villas Serenidad - Playa Negra, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Yoshi's on the Beach - Playa Negra, Puerto Viejo, Limón, Costa Rica",+506 8564 1550,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Geckoes Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 2750 0908,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Alloro Jungle Villas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 7049 9556,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"AroCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8855 4371,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Azania Oasis - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8381 6837,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Ackee - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8304 1474,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Eden Jungle Apartments - Playa Cocles, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Margarita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",88392644,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Casa Modí - Playa Cocles, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"La Casita de Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"Los Continentes - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 2759 9263,https://wa.me/50683141965,+50683141965,syntax_valid_unconfirmed,master_explicit+first_party_crawl,https://cariblue.com/,https://wa.me/50683141965,2026-07-20,No message sent; account ownership/availability not verified.,3,"Cariblue Beach and Jungle Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica | Los Continentes - Playa Cocles, Puerto Viejo, Limón, Costa Rica | Hotel Cariblue"
"Dano's Cabano - Playa Cocles, Puerto Viejo, Limón, Costa Rica",+506 8552-7889,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
"David Valley Houses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",,,,no_route,,,,2026-07-20,No message sent; account ownership/availability not verified.,0,
