record_id,business_name,area,phone,whatsapp_route,source_class,identity_result,display_name,confidence,review_state,evidence_summary,screenshot_path,screenshot_sha256,completed_at
50cd00f4e771440c,Cosmos Puerto Viejo Tattoo,Puerto Viejo,+506 8483 3243,https://wa.me/50684833243,master_explicit,match,Cosmos Puerto Viejo Tattoo,0.95,auto_complete,WhatsApp rendered the visible profile identity Cosmos Puerto Viejo Tattoo. Page title: Share on WhatsApp.,screenshots/50cd00f4e771440c.jpg,5c3b45c274f3eb09817d3e7af2824613a970d584269303aa0c0dec8b98b393ad,2026-07-20T11:21:38+00:00
649076823262bf33,"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,+506 6128 7817,https://wa.me/50661287817,master_explicit,match,Dragonfly Beach Retreat,0.95,auto_complete,WhatsApp rendered the visible profile identity Dragonfly Beach Retreat. Page title: Share on WhatsApp.,screenshots/649076823262bf33.jpg,de9938878680a40def696de941697ad9b7e9d582df0160bb17d6633afc4749cb,2026-07-20T11:13:24+00:00
ecbb6e2d2f9108d9,FISIOTERAPIA Agustin cuya,Cocles,63763084,https://wa.me/50663763084,master_explicit,match,agustin,0.95,auto_complete,WhatsApp rendered the visible profile identity agustin. Page title: Share on WhatsApp.,screenshots/ecbb6e2d2f9108d9.jpg,290725e6055bb1f87517f2663b964d941bc9f09f9aeb399e045778f6e7b12953,2026-07-20T11:25:34+00:00
97909ce2df277a0a,"Finca Don Litos - Hone Creek, Limón, Costa Rica",Hone Creek,+506 8536 6430,https://wa.me/50685501877,master_explicit,match,Finca don Litos,0.95,auto_complete,WhatsApp rendered the visible profile identity Finca don Litos. Page title: Share on WhatsApp.,screenshots/97909ce2df277a0a.jpg,9e08a58332aeaa79e466d30ffe243a273a441c6faad066b73476d73f2afdd40f,2026-07-20T11:13:36+00:00
a18a938b0d8d6ec1,"Fusión Restaurante - Sixaola, Limón, Costa Rica",Sixaola,+506 6238 3809,https://wa.me/50662383809,master_explicit,match,Fusión Restaurant,0.95,auto_complete,WhatsApp rendered the visible profile identity Fusión Restaurant. Page title: Share on WhatsApp.,screenshots/a18a938b0d8d6ec1.jpg,bac7dc0eac23274ffce568aff45bdd3c9db1d96949f07b34712c7d9c4b77511c,2026-07-20T11:28:14+00:00
e56437f36e9e5fbc,"Gandoca Tours - Gandoca, Limón, Costa Rica",Gandoca,+506 8762 8848,https://wa.me/50687628848,master_explicit,match,Gandoca Tours,0.95,auto_complete,WhatsApp rendered the visible profile identity Gandoca Tours. Page title: Share on WhatsApp.,screenshots/e56437f36e9e5fbc.jpg,4e6f760b37537b90c83e737fbe58f3df122b7a919e9c29fb593b78c653116b3c,2026-07-20T11:28:26+00:00
9395e29f3705e836,Gecko Trail Costa Rica,Puerto Viejo,+506 8724 9252,https://wa.me/50687249252,master_explicit,match,Gecko Trail Costa Rica,0.95,auto_complete,WhatsApp rendered the visible profile identity Gecko Trail Costa Rica. Page title: Share on WhatsApp.,screenshots/9395e29f3705e836.jpg,5ca0b221276a6b2308e12d608b43460f80795449d3462bced655e2e4f3deceb9,2026-07-20T11:24:10+00:00
77c1fb3f2497e4ed,Gigi O Restaurant,Puerto Viejo,+506 8676 7889,https://wa.me/50686767889,master_explicit,match,Gigi O,0.95,auto_complete,WhatsApp rendered the visible profile identity Gigi O. Page title: Share on WhatsApp.,screenshots/77c1fb3f2497e4ed.jpg,70e2e99c1ed1b7468eeb1f8e0a5be3d9eb8c16092b7b1e8ef73b519dfc57381d,2026-07-20T11:13:47+00:00
6842e04670daa403,Hotel Pura Vida,Puerto Viejo,+506 8570 9768,https://wa.me/50685709768,master_explicit,match,Hotel Pura Vida,0.95,auto_complete,WhatsApp rendered the visible profile identity Hotel Pura Vida.,screenshots/6842e04670daa403.jpg,3c34e6132fbcfdfeaf7a2300821734f640279d5e7cbf6ddabc9c02304bb030a5,2026-07-20T10:45:26+00:00
0ad68bcc9971103a,KOKi Beach,Puerto Viejo,+506 8505 9191,https://wa.me/50685059191,master_explicit,match,Koki Beach,0.95,auto_complete,WhatsApp rendered the visible profile identity Koki Beach. Page title: Share on WhatsApp.,screenshots/0ad68bcc9971103a.jpg,e4e53c61698bf2c46bd444fbe7fade8d45d50b5224f3534c48fbdcf98d5c868d,2026-07-20T11:14:52+00:00
c8d25e61de059a50,Ka Namu,Playa Negra,89781035,https://wa.me/50687896070,master_explicit,match,Namu,0.95,auto_complete,WhatsApp rendered the visible profile identity Namu. Page title: Share on WhatsApp.,screenshots/c8d25e61de059a50.jpg,f7f723aeba0da5894d7860c37a682d2a7cd123bc8ef89f821bb051acb87d1d9a,2026-07-20T11:25:57+00:00
34f0044182cd301a,La Esquina Boruca Pizzeria,Puerto Viejo,+506 2750 0180,https://wa.me/50685821623,master_explicit,match,La Esquina Boruca,0.95,auto_complete,WhatsApp rendered the visible profile identity La Esquina Boruca. Page title: Share on WhatsApp.,screenshots/34f0044182cd301a.jpg,046db4431eb2adecd51638ac0360493b6cd20f8f5217b2007f7bd12b0f308ed9,2026-07-20T11:14:31+00:00
d6661a39ef8927f1,"La Shamana Ecolodge - Cahuita, Limón, Costa Rica",Cahuita,+506 8471 5831,https://wa.me/50684715831,master_explicit,match,La Shamana,0.95,auto_complete,WhatsApp rendered the visible profile identity La Shamana. Page title: Share on WhatsApp.,screenshots/d6661a39ef8927f1.jpg,7f84363f5d0d45ab880be8ad0dd073f555cf042088517b85256912490c5c32cb,2026-07-20T11:29:19+00:00
c48bde1c48e91b51,Laboratorio Bioclinic,Puerto Viejo,+506 2750 0450,https://wa.me/50689509101,master_explicit,match,Laboratorio Bioclinic,0.95,auto_complete,WhatsApp rendered the visible profile identity Laboratorio Bioclinic. Page title: Share on WhatsApp.,screenshots/c48bde1c48e91b51.jpg,ead686476df9fc0cf9380017efe422118cb7a567add7530faf93c89d6d17c1c1,2026-07-20T11:19:19+00:00
825302b3b4d2d4c8,"Physis Caribbean Bed & Breakfast - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,+506 8866 4405,https://wa.me/50688664405,master_explicit,match,Physis Caribbean,0.95,auto_complete,WhatsApp rendered the visible profile identity Physis Caribbean.,screenshots/825302b3b4d2d4c8.jpg,8153d8fc4743c0793f7d1bd876cab61e156dc33353150d4ecd1774c779f739e1,2026-07-20T10:48:06+00:00
839bb787f1884229,"Pura Ride by Ciclo Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,+506 8825 9227,https://wa.me/50688259227,master_explicit,match,Pura Ride,0.95,auto_complete,WhatsApp rendered the visible profile identity Pura Ride. Page title: Share on WhatsApp.,screenshots/839bb787f1884229.jpg,1441a46fe05b2a0223dfb7f4878bab234f8c38ec9e4390e337508b5dab6a8a8e,2026-07-20T11:22:10+00:00
ef1df3b3651a8c1c,"Rancho Tranquilo - Hone Creek, Limón, Costa Rica",Hone Creek,+506 2756 8198,https://wa.me/50683420647,master_explicit,match,Rancho Tranquilo,0.95,auto_complete,WhatsApp rendered the visible profile identity Rancho Tranquilo.,screenshots/ef1df3b3651a8c1c.jpg,db03859085075f5f19273dcc0353829aa0016b69185db4823d9b4baa162ef52d,2026-07-20T10:48:06+00:00
3aad0dddf12c3f72,Sueño Grande Bed and Breakfast,Puerto Viejo,+506 7205 9392,https://wa.me/50672059392,master_explicit,match,Sueño Grande Bed and Breakfast,0.95,auto_complete,WhatsApp rendered the visible profile identity Sueño Grande Bed and Breakfast. Page title: Share on WhatsApp.,screenshots/3aad0dddf12c3f72.jpg,d5761bc482de4cdbf55cc5dd2d30c887352c55b3ed6dba3522e6448c1df548ca,2026-07-20T11:07:35+00:00
09ccfc4b192961ed,Surf the Jungle Surf School Adventures,Puerto Viejo,+506 8710 4148,https://wa.me/50687104148,master_explicit,match,Surf The Jungle,0.95,auto_complete,WhatsApp rendered the visible profile identity Surf The Jungle. Page title: Share on WhatsApp.,screenshots/09ccfc4b192961ed.jpg,75efcc74a3d6ea18c3ccf6cba07aa5f2b297f895816c3925cc61e9fd147dbb2c,2026-07-20T11:22:53+00:00
e481e54147f01987,"Wildlife Lodge Cahuita - Cahuita, Limón, Costa Rica",Cahuita,+506 8908 5447,https://wa.me/50689085447,master_explicit,match,Wildlife Lodge Cahuita,0.95,auto_complete,WhatsApp rendered the visible profile identity Wildlife Lodge Cahuita. Page title: Share on WhatsApp.,screenshots/e481e54147f01987.jpg,5664ab0bc8e14a501ce9c09c5a33d1a909fa82a21bdabe4fdb8f796ac56d49e0,2026-07-20T11:30:03+00:00
bdf2d015c88988b7,ATEC,Puerto Viejo,+506 8706 4758,https://wa.me/50687064758,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/bdf2d015c88988b7.jpg,7b45ef884fc335128729e04e8c05b67617a5a8a13ddfaee016411afc5215fc57,2026-07-20T11:23:58+00:00
7b654c09fccbd7d0,Adobe EasyCar Rent a Car,Puerto Viejo,+506 2750 0715,https://wa.me/50689201948,master_explicit,mismatch,Adobe Puerto Viejo,0.8,human_required,WhatsApp rendered the visible profile identity Adobe Puerto Viejo. Page title: Share on WhatsApp.,screenshots/7b654c09fccbd7d0.jpg,f23d0a8aaf8cd6c76eafd37cc5c2e4f7b9ff891bac88a26e9e365dfd44861068,2026-07-20T11:23:25+00:00
e496a5d0de68d2e4,"Cabinas El Imperio - Sixaola, Limón, Costa Rica",Sixaola,+506 8622 3931,https://wa.me/50686223931,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/e496a5d0de68d2e4.jpg,e36b0dd05c3a90b2cb047284e5277811aa6a83b919a41eb16e95aae13a3747d0,2026-07-20T11:26:38+00:00
df090bb20580cd1c,"Canto del Mar Guest House - Gandoca, Limón, Costa Rica",Gandoca,+506 8314 3297,https://wa.me/50683143297,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/df090bb20580cd1c.jpg,d5cad0d5644f778ac7ade2e5de9996ae31fca9e8b66decc46be31d6cf4d7e430,2026-07-20T11:26:48+00:00
0b8ea7bf3428b65e,Caribbean Comfort,Puerto Viejo,+506 8888 5223,https://wa.me/50688885223,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/0b8ea7bf3428b65e.jpg,afab291ae6f9feed9118cb06a76f175de57a292b43da480a75ce8e7ef2c233ef,2026-07-20T11:09:17+00:00
e0b284275a67784e,Caribbean Hill Villas,Cocles,60506088,https://wa.me/50664365454,master_explicit,mismatch,Almonds and Corals Hotel,0.8,human_required,WhatsApp rendered the visible profile identity Almonds and Corals Hotel. Page title: Share on WhatsApp.,screenshots/e0b284275a67784e.jpg,ec1e88ad6372239d86e36b8c0b4e36386c28377c7029c35bb7278c59dcb82470,2026-07-20T11:25:12+00:00
2e690b98eb6279a1,Caribe Sur Real Estate,Puerto Viejo,+506 8701 6816,https://wa.me/50687016816,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/2e690b98eb6279a1.jpg,00d509054b7f39c3c67806b4ec5bfc69e56c1c9364de62ac0f6271e165d4fae9,2026-07-20T11:24:20+00:00
fb1e3168dba485c5,"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,+506 2750 2035,https://wa.me/50662895968,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/fb1e3168dba485c5.jpg,c75ac8a0d3fabd0749c8012b00aa79114f0667c5ae535a59c4154f2d4212ad6c,2026-07-20T11:09:50+00:00
03a296c7db8f09bc,"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,+506 6242 2403,https://wa.me/50664614110,master_explicit,mismatch,RISE Caribe,0.8,human_required,WhatsApp rendered the visible profile identity RISE Caribe. Page title: Share on WhatsApp.,screenshots/03a296c7db8f09bc.jpg,05204c5ead2becdd60bd7999dcd20965feb70e2cfb23130165f17eccec1f75b2,2026-07-20T11:12:42+00:00
19cbb72964cdac8c,"Casa Magdalena - Cahuita, Limón, Costa Rica",Cahuita,+506 8914 7675,https://wa.me/50689147675,master_explicit,mismatch,Doris Franziska Zimmermann,0.8,human_required,WhatsApp rendered the visible profile identity Doris Franziska Zimmermann. Page title: Share on WhatsApp.,screenshots/19cbb72964cdac8c.jpg,f64254cf37b2197800c8dd9cdda46277ced894710777b2f1d58bab892669a1de,2026-07-20T11:27:00+00:00
fefcdb039c449e2e,"Casa Rio Restaurant & Bar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,+506 8582 4000,https://wa.me/50685824000,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/fefcdb039c449e2e.jpg,f761fc8b2d4c26ddd91f493c827d9b588dce5ba51180198850e397d7e3aac5b1,2026-07-20T11:14:09+00:00
3abdf1dd899c49e2,"Casa Selva - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,+506 7222 9607,https://wa.me/50672229607,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/3abdf1dd899c49e2.jpg,bf181f28155128adfc0645df3596ec45c3b194af181188210c1b86c4d9bbf0cc,2026-07-20T11:10:02+00:00
387e133b28568ce5,"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,,https://wa.me/17194875558,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/387e133b28568ce5.jpg,a2074258bc1ac5858e8cd9aca9452cc522dfd0b074a8be17ec99d1f6fbd44524,2026-07-20T11:13:14+00:00
26db877c503c17bb,"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,+506 8719 1211,https://wa.me/14162624101,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/26db877c503c17bb.jpg,66e895060d75eb22323f0b6877a7ec55bf49f7e7e7778eebd6680fba05ed63e7,2026-07-20T11:12:53+00:00
d2e19804516b649c,Cirrus Sky Paragliding CR,Playa Negra,71091388,https://wa.me/50671091388,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/d2e19804516b649c.jpg,4b69fd4d0ff4c53d0596865bc4d2a9b2213d40b38424e95e630e2f52af5f1698,2026-07-20T11:25:23+00:00
7dc09bea0d9e33b1,"Clinica Veterinaria Green Vet - Hone Creek, Limón, Costa Rica",Hone Creek,+506 7005 7723,https://wa.me/50670057723,master_explicit,mismatch,Grennvet,0.8,human_required,WhatsApp rendered the visible profile identity Grennvet. Page title: Share on WhatsApp.,screenshots/7dc09bea0d9e33b1.jpg,6ff6feb7654f0531e1f03e2e27c61e19fc8b4bf06b0bfc614e9c7f29389b2ee1,2026-07-20T11:22:00+00:00
b4ce2db63d97904f,Clínica Dental Yani,Puerto Viejo,+506 8868 1439,https://wa.me/50688681439,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/b4ce2db63d97904f.jpg,0f24c9e83583510cdfbc2e2c1ecad9f5c9d5f7ce2f5ad14ea80f19a653ce537f,2026-07-20T11:19:08+00:00
8918c7d5b28bdaa7,Clínica de Especialidades Médicas San Gabriel,Puerto Viejo,+506 2750 0848,https://wa.me/50688708029,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/8918c7d5b28bdaa7.jpg,68211548327e4442a2147d759d4151c94600ff9ff6f8db4dfbda56ca2f51c180,2026-07-20T11:18:57+00:00
15c27d3c727a706d,"Clínica de Medicina Integral Bribri - Bribri, Limón, Costa Rica",Bribri,+506 7222 6452,https://wa.me/50689702308,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/15c27d3c727a706d.jpg,3716d5f6e90b5983e101993608fa0148ad3d0cfd9195201f3434fae7bb8fb1c1,2026-07-20T11:27:22+00:00
6e6606f64dadd78c,"Container House Cahuita - Cahuita, Limón, Costa Rica",Cahuita,+506 8335 2099,https://wa.me/50683352099,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/6e6606f64dadd78c.jpg,d95c9459c886734adf9a4ab24f91396968c8aa1ec4d333683cf11abe27d081ba,2026-07-20T11:27:44+00:00
0bfcbb0ad47e96ed,Douglasville Guesthouse,Puerto Viejo,+506 8875 8494,https://wa.me/50688758494,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/0bfcbb0ad47e96ed.jpg,ffc48736e73cd716c384b3a448604d9add0f563fcd14d4f54ed08955b2d57d34,2026-07-20T11:09:06+00:00
0c101b70b5f62770,"El Arbol Jungle Houses - Manzanillo, Limón, Costa Rica",Manzanillo,+506 8721 3949,https://wa.me/50687213949,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/0c101b70b5f62770.jpg,d50d1172dc07b2dd99e17d87a0a65292d6e6f9596ba13094839cbaddeeeebecd,2026-07-20T11:27:54+00:00
998e1fb596bc888a,El Dragón,Puerto Viejo,+506 6410 0334,https://wa.me/50664100334,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/998e1fb596bc888a.jpg,327e485625905f0d74a6f07a4f87e6fed65f0cc1a88e7379f7d7632503e87094,2026-07-20T11:28:04+00:00
f000a3e4c2855351,"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,+506 2759 9007,https://wa.me/50687483251,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/f000a3e4c2855351.jpg,ef5917275acf3ff40d8b77bc111c1d5a71309fa125cb06ce209de3f825f806bc,2026-07-20T11:15:23+00:00
c959e5338f28ba69,Electro Office,Puerto Viejo,+506 2750 0330,https://wa.me/50688749215,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/c959e5338f28ba69.jpg,fe93f3b0de179fbec9dee5ace17392b35fac5f236bc5bc395c7e519fc38f8aca,2026-07-20T11:18:05+00:00
a16a5c2752ac9ba6,Eñe Spanish Teachers,Puerto Viejo,+506 7286 5336,https://wa.me/50671710879,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/a16a5c2752ac9ba6.jpg,0d54da3e8011492d6905cb1ea36891a2e38da7bf2020db48a6a11db25dc351a7,2026-07-20T11:22:30+00:00
f45b7a16f9ce4767,"Farmacia Don Manuel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,+506 8770 9072,https://wa.me/50687709072,master_explicit,mismatch,Farmacias Don Manuel,0.8,human_required,WhatsApp rendered the visible profile identity Farmacias Don Manuel. Page title: Share on WhatsApp.,screenshots/f45b7a16f9ce4767.jpg,a5014d4a66d34dfa5aee6e1a00c5cbe1240c58a7a5c1f9cd485c3c1d9ff79016,2026-07-20T11:18:16+00:00
a96232369d1df5dd,"Flor del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,+506 6260 7426,https://wa.me/50662607426,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/a96232369d1df5dd.jpg,2975dde5c18193a9eb3d9012bf6a7b7b871164c64e1914df75f97f08d572b632,2026-07-20T11:12:31+00:00
71477134c0ab0aa4,Green Jaguar Irish Gastro Pub,Puerto Viejo,+506 8835 4041,https://wa.me/50688354041,master_explicit,mismatch,"Nanku ,Puerto Viejo",0.8,human_required,"WhatsApp rendered the visible profile identity Nanku ,Puerto Viejo. Page title: Share on WhatsApp.",screenshots/71477134c0ab0aa4.jpg,fe2e87494dd53ba2e94e1b9c9c66b0b82ab7726e5061a8ccc0e2e93e9bf53ddc,2026-07-20T11:15:46+00:00
18a222f6c95fb267,Hawaiian Massage,Playa Negra,88002367,https://wa.me/50688002367,master_explicit,mismatch,lomimassage.one,0.8,human_required,WhatsApp rendered the visible profile identity lomimassage.one. Page title: Share on WhatsApp.,screenshots/18a222f6c95fb267.jpg,765608a30e35ef11f76d2d3c2f02bf618734847fecf7c7c0c58ae9814c374b7e,2026-07-20T11:25:45+00:00
9e5c595a83e8614d,Hot Rocks,Puerto Viejo,+506 8708 3183,https://wa.me/50689258158,master_explicit,mismatch,Looks like you don't have WhatsApp installed.,0.8,human_required,WhatsApp rendered the visible profile identity Looks like you don't have WhatsApp installed.. Page title: Share on WhatsApp.,screenshots/9e5c595a83e8614d.jpg,df6fccb53ad5d9628eb1b486b1f2c9aa7604e13e3aa6e4a0c5a40e883681a210,2026-07-20T11:14:41+00:00
b4a170122ffa5225,"Hotel Boutique D'Angelo - Manzanillo, Limón, Costa Rica",Manzanillo,+506 7291 2426,https://wa.me/50672912426,master_explicit,mismatch,Hotel D Angelo-Contafacil CR,0.8,human_required,WhatsApp rendered the visible profile identity Hotel D Angelo-Contafacil CR. Page title: Share on WhatsApp.,screenshots/b4a170122ffa5225.jpg,2be4c24c6805cf9876ad837ff70ce07671d9d9f5c56572b08ca3e977993d264d,2026-07-20T11:28:37+00:00
