tier,suggested_group,business_name,category,area,google_maps_cid,current_groups,matched_field,matched_label,evidence,match_count
context,eat,"Angler's Lair - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,12754897163013733415,stay,description,food service,... larger group. Each unit has a complete «kitchen» and both share a small pool. 4.3 / 5 ra...,1
context,eat,"Azania Bungalows - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,1284571712904930160,stay,description,restaurant,"...e bath, private deck & cable TV.  Pool, «restaurant» and bar. 4.5 / 5 rating on Google Maps ...",1
context,eat,"Azania Oasis - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,17887068920973627002,stay,description,food service,"...se. Each unit features a fully equipped «kitchen», a seating area, a flat-screen TV and a...",1
context,eat,"Bambutel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,14224886783313130797,stay,description,restaurant,"...om, quad room and apartment. Café Selva «restaurant» for breakfast. 4.4 / 5 rating on Google...",4
context,eat,"Banana Azul - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,3301165288581347626,stay,description,restaurant,"...ted to adults over age of 16 and offers «restaurant», bar, pool and tour kiosk. Beach views,...",1
context,eat,Black Bamboo,hotel,Puerto Viejo,9649993079907777710,stay,description,meals,...room with hot water and 110/220V plugs. «Breakfast» and lunch can be ordered. 4.7 / 5 ratin...,1
context,eat,"Blessed House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,18318447306973081283,stay,description,food service,...ach has a private bathroom and equipped «kitchen». The property has a pool and bbq area f...,1
context,eat,"Blossom Paradise Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,11364781436039210316,stay,description,food service,...a deck. Each house has a fully equipped «kitchen». 5.0 / 5 rating on Google Maps  8.0 / 1...,1
context,eat,Bungalows Calalú,hotel,Puerto Viejo,1614163454683628928,stay,description,food service,"...ed with large verandas, with or without «kitchen», screened windows, fan, and private bat...",1
context,eat,"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,15942771352384167456,stay,description,restaurant,"...ing room, A/C in bedrooms, TV, laundry. «Restaurant» ""Back Yard"" on site. 4.5 / 5 rating on ...",2
context,eat,"Cabinas Cable Talamanca - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,7573981416846739723,stay,description,food service,...acation rental apartments with equipped «kitchen»,1
context,eat,Cabinas Jacaranda,hotel,Puerto Viejo,12370139056940041503,stay,description,food service,"...ity box, yoga, massage. Apartments with «kitchen». A/C available for extra cost. 4.3 / 5 ...",1
context,eat,"Cabinas Kuákua - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,11219479455997326756,stay,description,food service,...ath.  Rancho with fully equipped shared «kitchen» & lounge/dining area.,1
context,eat,Cabinas Monte Sol,hotel,Puerto Viejo,10951227846186482107,stay,description,food service,"...ps of friends with 3 bedrooms, 2 baths, «kitchen», terrace and TV. Open air lounge/bar ar...",1
context,eat,"Cabinas Ole Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,13369944886185180649,stay,description,cafe,"...e with patio, private bath, TV, fridge, «coffee »maker, A/C. Bicycle rentals. 4.3 / 5 rat...",1
context,eat,Cabinas Talamanca,hotel,Puerto Viejo,1496101248030016772,stay,description,meals,...ang out area with billiard table. Wifi. «Breakfast» available.,1
context,eat,"Caribe Town Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,16161533908681591225,stay,description,meals,...site full home rental options. Full hot «breakfast» included in onsite rentals. Pool with s...,1
context,eat,"Cariblue Beach and Jungle Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,14658668036585456092,stay,description,restaurant,...ith lunch and dinner at their La Jungla «restaurant» and drinks at the bar. If you're not a ...,3
context,eat,"Casa Ackee - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,12667576250238069497,stay,description,food service,"...ze bed with single underneath. Equipped «kitchen», swimming pool, gated gate, and garden....",1
context,eat,"Casa Ambar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,18302181789419942285,stay,description,food service,"...h private bathroom, fully equipped open «kitchen» in a luminous living room. On the secon...",1
context,eat,Casa Arlecchino,vacation_rental,Puerto Viejo,13639343625190683419,stay,description,food service,"... in a garden setting with private bath, «kitchen», wifi. Italian, English and Spanish spo...",1
context,eat,Casa Black Chaini,vacation_rental,Puerto Viejo,5833894449865216635,stay,description,food service,"...e bed, fan, wifi, screen, semi-equipped «kitchen», terrace, outdoor shower, fire pit, fre...",1
context,eat,"Casa Cielo - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,6374413444850813378,stay,description,food service,"...2 bedrooms, 1 bath, A/C, fully equipped «kitchen», patio.",1
context,eat,"Casa Conley Del Mar - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,6599527260173115828,stay,description,restaurant,"...newly built hotel with a swimming pool, «restaurant» and garden. Variety of rooms, all with ...",1
context,eat,"Casa Corazon del Mar - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9868667004367768507,stay,description,food service,"...ludes amenities such as fully furnished «kitchen», a spa style shower, beautiful jungle v...",1
context,eat,"Casa De La Trepada - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,2127018088757720546,stay,description,food service,"...jungle a short walk to Punta Uva beach. «Kitchen», washer, dryer. 4.2 / 5 rating on Googl...",1
context,eat,Casa Dolce Vita,hotel,Puerto Viejo,1282335974102907594,stay,description,food service,...s with shared and private baths. Shared «kitchen». Owned by a Italian couple. 4.6 / 5 rat...,1
context,eat,"Casa Galim Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,4046132343523405394,stay,description,food service,... unit has a living room and an equipped «kitchen». Just 200 meters from the beach. Also k...,1
